Jahr,Klassenstufe,Klasse,Aufgabe,Punkte
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,0
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,0
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,0
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,0
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,WWA,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,FFD,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,-2
2024,Schuljahre 9 und 10,JZT,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,DSW,Zettel-Wirtschaft,6
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,-3
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,9
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,0
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,-3
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,0
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,-3
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,0
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,-3
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,-3
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,-3
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,-3
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,-3
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,-3
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,0
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,0
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,0
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,9
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,0
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,9
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,0
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,0
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,-3
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,9
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,0
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,WWA,Armband auffädeln,-3
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,FFD,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,0
2024,Schuljahre 9 und 10,JZT,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Armband auffädeln,9
2024,Schuljahre 9 und 10,DSW,Armband auffädeln,9
2024,Schuljahre 9 und 10,KHR,Wortketten,-3
2024,Schuljahre 9 und 10,KHR,Wortketten,0
2024,Schuljahre 9 und 10,FFD,Wortketten,-3
2024,Schuljahre 9 und 10,JZT,Wortketten,9
2024,Schuljahre 9 und 10,JZT,Wortketten,-3
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,JZT,Wortketten,9
2024,Schuljahre 9 und 10,KHR,Wortketten,0
2024,Schuljahre 9 und 10,DSW,Wortketten,9
2024,Schuljahre 9 und 10,JZT,Wortketten,-3
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,KHR,Wortketten,0
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,-3
2024,Schuljahre 9 und 10,KHR,Wortketten,9
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,9
2024,Schuljahre 9 und 10,FFD,Wortketten,9
2024,Schuljahre 9 und 10,FFD,Wortketten,-3
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,9
2024,Schuljahre 9 und 10,FFD,Wortketten,9
2024,Schuljahre 9 und 10,WWA,Wortketten,0
2024,Schuljahre 9 und 10,JZT,Wortketten,0
2024,Schuljahre 9 und 10,KHR,Wortketten,0
2024,Schuljahre 9 und 10,FFD,Wortketten,-3
2024,Schuljahre 9 und 10,DSW,Wortketten,9
2024,Schuljahre 9 und 10,KHR,Wortketten,-3
2024,Schuljahre 9 und 10,JZT,Wortketten,9
2024,Schuljahre 9 und 10,FFD,Wortketten,-3
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,9
2024,Schuljahre 9 und 10,JZT,Wortketten,-3
2024,Schuljahre 9 und 10,JZT,Wortketten,-3
2024,Schuljahre 9 und 10,KHR,Wortketten,-3
2024,Schuljahre 9 und 10,KHR,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,0
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,KHR,Wortketten,0
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,WWA,Wortketten,9
2024,Schuljahre 9 und 10,WWA,Wortketten,0
2024,Schuljahre 9 und 10,JZT,Wortketten,9
2024,Schuljahre 9 und 10,JZT,Wortketten,0
2024,Schuljahre 9 und 10,WWA,Wortketten,9
2024,Schuljahre 9 und 10,WWA,Wortketten,9
2024,Schuljahre 9 und 10,KHR,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,-3
2024,Schuljahre 9 und 10,JZT,Wortketten,0
2024,Schuljahre 9 und 10,WWA,Wortketten,9
2024,Schuljahre 9 und 10,FFD,Wortketten,0
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,JZT,Wortketten,-3
2024,Schuljahre 9 und 10,JZT,Wortketten,-3
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,-3
2024,Schuljahre 9 und 10,KHR,Wortketten,-3
2024,Schuljahre 9 und 10,KHR,Wortketten,-3
2024,Schuljahre 9 und 10,KHR,Wortketten,-3
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,-3
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,WWA,Wortketten,0
2024,Schuljahre 9 und 10,JZT,Wortketten,0
2024,Schuljahre 9 und 10,JZT,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,-3
2024,Schuljahre 9 und 10,DSW,Wortketten,9
2024,Schuljahre 9 und 10,WWA,Wortketten,9
2024,Schuljahre 9 und 10,KHR,Wortketten,-3
2024,Schuljahre 9 und 10,JZT,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,-3
2024,Schuljahre 9 und 10,JZT,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,-3
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,KHR,Wortketten,9
2024,Schuljahre 9 und 10,FFD,Wortketten,-3
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,-3
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,KHR,Wortketten,-3
2024,Schuljahre 9 und 10,JZT,Wortketten,-3
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,9
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,FFD,Wortketten,0
2024,Schuljahre 9 und 10,WWA,Wortketten,9
2024,Schuljahre 9 und 10,JZT,Wortketten,0
2024,Schuljahre 9 und 10,JZT,Wortketten,9
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,WWA,Wortketten,-3
2024,Schuljahre 9 und 10,KHR,Wortketten,-3
2024,Schuljahre 9 und 10,KHR,Wortketten,-3
2024,Schuljahre 9 und 10,DSW,Wortketten,9
2024,Schuljahre 9 und 10,FFD,Wortketten,9
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,KHR,Wortketten,0
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,JZT,Wortketten,9
2024,Schuljahre 9 und 10,JZT,Wortketten,0
2024,Schuljahre 9 und 10,KHR,Wortketten,9
2024,Schuljahre 9 und 10,DSW,Wortketten,-3
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,0
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,0
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,0
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,9
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,9
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,9
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,0
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,0
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,9
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,0
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,9
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,0
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,0
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,0
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,0
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,9
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,9
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,9
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,0
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,0
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,0
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,0
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,9
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,0
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,9
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,0
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,0
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,9
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,9
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,0
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,0
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,0
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,0
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,9
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,0
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,9
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,9
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,9
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,9
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,9
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,9
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,9
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,9
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,0
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,0
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,0
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,9
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,0
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,0
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,9
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,0
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,9
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,9
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,9
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,9
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,9
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,0
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,0
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,0
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,KHR,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,JZT,Ballon-Maschine,0
2024,Schuljahre 9 und 10,DSW,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,FFD,Ballon-Maschine,-3
2024,Schuljahre 9 und 10,WWA,Ballon-Maschine,-3
